<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Lotus.Gold.Com.ETF,20190423,40000.00,40200.00,39772.00,39972.00,60466569542,1512711,1244,D,39884.00,39994.00
Lotus.Gold.Com.ETF,20190422,39405.00,40201.00,39405.00,39884.00,78531863346,1968988,1909,D,38565.00,39693.00
Lotus.Gold.Com.ETF,20190420,39499.00,39499.00,38490.00,38565.00,52882882184,1371250,1300,D,38707.00,38601.00
Lotus.Gold.Com.ETF,20190417,38500.00,39486.00,38410.00,38707.00,38734493929,1000701,1076,D,38411.00,39110.00
Lotus.Gold.Com.ETF,20190416,38700.00,38700.00,38200.00,38411.00,30594209759,796499,908,D,39388.00,38391.00
Lotus.Gold.Com.ETF,20190415,39300.00,39706.00,39000.00,39388.00,44396392070,1127153,1329,D,38847.00,39470.00
Lotus.Gold.Com.ETF,20190414,38200.00,39300.00,38200.00,38847.00,46690912371,1201906,1469,D,38100.00,38967.00
Lotus.Gold.Com.ETF,20190413,38500.00,38697.00,37900.00,38100.00,75106835070,1971318,1521,D,39565.00,38300.00
Lotus.Gold.Com.ETF,20190410,39999.00,40000.00,38900.00,39565.00,76785948196,1940734,1948,D,41694.00,38900.00
Lotus.Gold.Com.ETF,20190409,41650.00,42500.00,40602.00,41694.00,92592498444,2220783,2351,D,40306.00,41275.00
Lotus.Gold.Com.ETF,20190408,40100.00,40475.00,40100.00,40306.00,120626928003,2992805,1920,D,39694.00,40352.00
Lotus.Gold.Com.ETF,20190407,39998.00,40100.00,39260.00,39694.00,265186510744,6680741,2367,D,38943.00,39500.00
Lotus.Gold.Com.ETF,20190406,38110.00,39245.00,38110.00,38943.00,70373285549,1807084,1495,D,37365.00,39200.00
Lotus.Gold.Com.ETF,20190331,37050.00,37760.00,37001.00,37365.00,59788834531,1600150,965,D,36955.00,37750.00
Lotus.Gold.Com.ETF,20190330,37175.00,37175.00,36904.00,36955.00,44313421863,1199133,883,D,36900.00,37091.00
Lotus.Gold.Com.ETF,20190327,36552.00,37139.00,36552.00,36900.00,29985960506,812625,910,D,36366.00,36994.00
Lotus.Gold.Com.ETF,20190326,36551.00,36551.00,36300.00,36366.00,49222417863,1353513,661,D,36436.00,36426.00
Lotus.Gold.Com.ETF,20190325,36500.00,36855.00,36200.00,36436.00,40419538660,1109339,958,D,36090.00,36262.00
Lotus.Gold.Com.ETF,20190319,35821.00,36388.00,35801.00,36090.00,60898843174,1687413,947,D,35385.00,36350.00
Lotus.Gold.Com.ETF,20190318,35300.00,35748.00,35181.00,35385.00,87005340469,2458840,1212,D,35011.00,35700.00
Lotus.Gold.Com.ETF,20190317,34902.00,35333.00,34800.00,35011.00,28633327793,817849,157,D,35176.00,35333.00
Lotus.Gold.Com.ETF,20190316,35112.00,35350.00,35099.00,35176.00,151947768696,4319684,1140,D,34995.00,35266.00
Lotus.Gold.Com.ETF,20190313,34750.00,35159.00,34700.00,34995.00,72503226974,2071838,636,D,34434.00,35133.00
Lotus.Gold.Com.ETF,20190312,34750.00,34750.00,34300.00,34434.00,46699781051,1356215,716,D,34938.00,34480.00
Lotus.Gold.Com.ETF,20190311,34950.00,35600.00,34735.00,34938.00,67928270521,1944252,951,D,35216.00,34742.00
Lotus.Gold.Com.ETF,20190310,35477.00,35500.00,35114.00,35216.00,51977294790,1475952,636,D,35472.00,35255.00
Lotus.Gold.Com.ETF,20190309,35500.00,35750.00,35350.00,35472.00,53300803730,1502619,828,D,35436.00,35485.00
Lotus.Gold.Com.ETF,20190306,35250.00,35750.00,35150.00,35436.00,99683900226,2813035,1266,D,34567.00,35390.00
Lotus.Gold.Com.ETF,20190305,34449.00,34999.00,34100.00,34567.00,178133160427,5153346,1402,D,33379.00,34996.00
Lotus.Gold.Com.ETF,20190304,33600.00,33899.00,33170.00,33379.00,144083037255,4316550,1748,D,34466.00,33899.00
Lotus.Gold.Com.ETF,20190303,35022.00,35100.00,34056.00,34466.00,112730954428,3270783,1807,D,35741.00,34141.00
Lotus.Gold.Com.ETF,20190302,35600.00,35950.00,35502.00,35741.00,68610622273,1919675,768,D,35520.00,35815.00
Lotus.Gold.Com.ETF,20190227,35695.00,35742.00,35325.00,35520.00,20982217737,590712,730,D,35782.00,35649.00
Lotus.Gold.Com.ETF,20190226,35899.00,36040.00,35556.00,35782.00,98823817934,2761848,1170,D,36043.00,35747.00
Lotus.Gold.Com.ETF,20190225,37000.00,37000.00,35321.00,36043.00,94847445549,2631504,2098,D,36966.00,35789.00
Lotus.Gold.Com.ETF,20190224,36485.00,37444.00,36440.00,36966.00,427373261980,11561322,2666,D,36052.00,36891.00
Lotus.Gold.Com.ETF,20190223,36005.00,36199.00,35900.00,36052.00,170520345325,4729790,1878,D,36161.00,36089.00
Lotus.Gold.Com.ETF,20190220,36100.00,36485.00,35901.00,36161.00,97515361278,2696687,1663,D,35710.00,36251.00
Lotus.Gold.Com.ETF,20190219,35510.00,36100.00,35150.00,35710.00,174188707464,4877887,2476,D,35188.00,35420.00
Lotus.Gold.Com.ETF,20190218,35349.00,35420.00,34701.00,35188.00,219025514384,6224489,2143,D,34406.00,35390.00
Lotus.Gold.Com.ETF,20190217,34249.00,34670.00,33900.00,34406.00,202846684773,5895755,1736,D,33689.00,34404.00
Lotus.Gold.Com.ETF,20190216,33500.00,33850.00,33555.00,33689.00,60127261002,1784749,671,D,33316.00,33792.00
Lotus.Gold.Com.ETF,20190213,33300.00,33410.00,33138.00,33316.00,80928347873,2429093,827,D,33108.00,33409.00
Lotus.Gold.Com.ETF,20190212,33100.00,33228.00,32900.00,33108.00,112310865998,3392257,850,D,32905.00,33210.00
Lotus.Gold.Com.ETF,20190210,32890.00,32989.00,32840.00,32905.00,13861247312,421246,468,D,32812.00,32979.00
Lotus.Gold.Com.ETF,20190206,32768.00,32860.00,32731.00,32812.00,32065637699,977244,518,D,32768.00,32790.00
Lotus.Gold.Com.ETF,20190205,32890.00,32890.00,32655.00,32768.00,67406869480,2057118,704,D,32614.00,32779.00
Lotus.Gold.Com.ETF,20190204,32750.00,32966.00,32500.00,32614.00,77402489714,2373258,948,D,32094.00,32649.00
Lotus.Gold.Com.ETF,20190203,31800.00,32500.00,31701.00,32094.00,116157399627,3619236,1118,D,31797.00,32391.00
Lotus.Gold.Com.ETF,20190202,32500.00,32500.00,31500.00,31797.00,108849016297,3423274,1632,D,33458.00,31557.00
Lotus.Gold.Com.ETF,20190130,33401.00,33580.00,33180.00,33458.00,147699635311,4414481,1403,D,32891.00,33240.00
Lotus.Gold.Com.ETF,20190128,32900.00,33050.00,32750.00,32891.00,62182267501,1890527,1110,D,32926.00,33028.00
Lotus.Gold.Com.ETF,20190127,33208.00,33250.00,32680.00,32926.00,61004058266,1852781,1179,D,33028.00,32781.00
Lotus.Gold.Com.ETF,20190126,33012.00,33240.00,32900.00,33028.00,115067929285,3483919,1320,D,32713.00,33070.00
Lotus.Gold.Com.ETF,20190123,32900.00,32900.00,32510.00,32713.00,17113123246,523132,406,D,32976.00,32650.00
Lotus.Gold.Com.ETF,20190122,32900.00,33460.00,32500.00,32976.00,245977293991,7459394,2524,D,32113.00,33051.00
Lotus.Gold.Com.ETF,20190121,32100.00,32850.00,31889.00,32113.00,126109335029,3927100,1537,D,31760.00,32850.00
Lotus.Gold.Com.ETF,20190120,31790.00,31999.00,31550.00,31760.00,95294624700,3000421,1046,D,31414.00,31792.00
Lotus.Gold.Com.ETF,20190119,31250.00,31733.00,31200.00,31414.00,105756159308,3366479,1122,D,31198.00,31517.00
Lotus.Gold.Com.ETF,20190116,30803.00,31328.00,30803.00,31198.00,38416963749,1231394,1018,D,30651.00,31221.00
Lotus.Gold.Com.ETF,20190115,30600.00,30887.00,30400.00,30651.00,18022394290,587990,488,D,30310.00,30800.00
Lotus.Gold.Com.ETF,20190114,30795.00,30795.00,30100.00,30310.00,76557307072,2525783,935,D,30683.00,30450.00
Lotus.Gold.Com.ETF,20190113,31196.00,31199.00,30469.00,30683.00,93535629345,3048495,1116,D,31107.00,30800.00
Lotus.Gold.Com.ETF,20190112,31100.00,31400.00,31000.00,31107.00,99147508407,3187348,1226,D,30446.00,31189.00
Lotus.Gold.Com.ETF,20190109,30711.00,30780.00,30056.00,30446.00,65394915384,2147879,1168,D,30817.00,30172.00
Lotus.Gold.Com.ETF,20190108,31000.00,31120.00,30500.00,30817.00,78643120705,2551960,1095,D,30868.00,30680.00
Lotus.Gold.Com.ETF,20190107,30610.00,31072.00,30401.00,30868.00,95655620940,3098909,909,D,30303.00,31060.00
Lotus.Gold.Com.ETF,20190106,30150.00,30425.00,30150.00,30303.00,41523527663,1370273,538,D,30140.00,30400.00
Lotus.Gold.Com.ETF,20190105,30013.00,30345.00,30006.00,30140.00,50855604471,1687329,586,D,30076.00,30200.00
Lotus.Gold.Com.ETF,20190102,30001.00,30228.00,30000.00,30076.00,35516658280,1180885,568,D,29933.00,30100.00
Lotus.Gold.Com.ETF,20190101,30050.00,30350.00,29520.00,29933.00,83961682312,2804946,842,D,30205.00,30100.00
Lotus.Gold.Com.ETF,20181231,30100.00,30420.00,30000.00,30205.00,82917498985,2745157,934,D,30085.00,30385.00
Lotus.Gold.Com.ETF,20181230,30050.00,30698.00,29655.00,30085.00,93212670501,3098300,1112,D,29048.00,29990.00
Lotus.Gold.Com.ETF,20181229,29000.00,29422.00,28600.00,29048.00,120074979718,4133673,1168,D,30786.00,29399.00
Lotus.Gold.Com.ETF,20181226,31495.00,31700.00,29950.00,30786.00,186179133384,6047539,2358,D,30206.00,29997.00
Lotus.Gold.Com.ETF,20181225,29500.00,30800.00,29500.00,30206.00,100018979974,3311208,2003,D,28448.00,30520.00
Lotus.Gold.Com.ETF,20181224,28790.00,28940.00,28150.00,28448.00,79630644582,2799140,927,D,28138.00,28450.00
Lotus.Gold.Com.ETF,20181223,28020.00,29000.00,27650.00,28138.00,149703077562,5320273,1356,D,27342.00,28540.00
Lotus.Gold.Com.ETF,20181222,27230.00,27850.00,27210.00,27342.00,99745482621,3648008,825,D,27209.00,27660.00
Lotus.Gold.Com.ETF,20181219,27097.00,27350.00,27000.00,27209.00,82152711413,3019375,776,D,26763.00,27350.00
Lotus.Gold.Com.ETF,20181218,26879.00,27000.00,26640.00,26763.00,16572653271,619235,402,D,27011.00,26799.00
Lotus.Gold.Com.ETF,20181217,27000.00,27150.00,26868.00,27011.00,63574876715,2353666,704,D,27130.00,26890.00
Lotus.Gold.Com.ETF,20181216,27500.00,27500.00,26602.00,27130.00,121667691520,4484539,1084,D,27884.00,26799.00
Lotus.Gold.Com.ETF,20181215,28600.00,28600.00,27720.00,27884.00,30441161036,1091706,801,D,28313.00,27900.00
Lotus.Gold.Com.ETF,20181212,27720.00,28649.00,27720.00,28313.00,76569452392,2704376,890,D,28558.00,28570.00
Lotus.Gold.Com.ETF,20181211,29300.00,29300.00,28001.00,28558.00,32855782157,1150511,1084,D,29820.00,28499.00
Lotus.Gold.Com.ETF,20181210,29805.00,30249.00,29552.00,29820.00,36608501030,1227664,846,D,30263.00,29798.00
Lotus.Gold.Com.ETF,20181209,30498.00,30498.00,30100.00,30263.00,24467524211,808506,612,D,30905.00,30187.00
Lotus.Gold.Com.ETF,20181208,30800.00,31200.00,30200.00,30905.00,91402966579,2957568,1069,D,29893.00,30801.00
Lotus.Gold.Com.ETF,20181205,30020.00,30140.00,29602.00,29893.00,13564567252,453767,548,D,30101.00,30000.00
Lotus.Gold.Com.ETF,20181204,29600.00,30485.00,29501.00,30101.00,39314767005,1306077,804,D,30321.00,30130.00
Lotus.Gold.Com.ETF,20181203,30800.00,30944.00,30000.00,30321.00,45871907427,1512880,1061,D,30474.00,30000.00
Lotus.Gold.Com.ETF,20181202,30090.00,30900.00,29860.00,30474.00,150171274423,4927820,1450,D,29389.00,30850.00
Lotus.Gold.Com.ETF,20181201,29200.00,29800.00,29102.00,29389.00,154131421607,5244588,1130,D,29486.00,29340.00
Lotus.Gold.Com.ETF,20181128,29900.00,29900.00,29320.00,29486.00,49379873926,1674695,1187,D,30142.00,29361.00
Lotus.Gold.Com.ETF,20181127,30000.00,30349.00,29900.00,30142.00,50284544298,1668233,900,D,30702.00,30248.00
Lotus.Gold.Com.ETF,20181126,30890.00,31200.00,30407.00,30702.00,32682972053,1064513,904,D,31098.00,30613.00
Lotus.Gold.Com.ETF,20181124,31500.00,31800.00,30950.00,31098.00,76945121171,2474262,1274,D,32274.00,31232.00
Lotus.Gold.Com.ETF,20181121,32299.00,32590.00,32114.00,32274.00,78236427389,2424151,688,D,32413.00,32400.00
Lotus.Gold.Com.ETF,20181120,32450.00,32599.00,32123.00,32413.00,56662147545,1748135,535,D,32287.00,32405.00
Lotus.Gold.Com.ETF,20181119,32950.00,32950.00,31900.00,32287.00,68918364635,2134583,1384,D,32945.00,31990.00
Lotus.Gold.Com.ETF,20181118,32983.00,33499.00,32601.00,32945.00,101999840622,3096024,1687,D,31392.00,32998.00
Lotus.Gold.Com.ETF,20181117,31098.00,32000.00,30513.00,31392.00,84332218160,2686393,1394,D,32109.00,31900.00
Lotus.Gold.Com.ETF,20181114,33300.00,33300.00,31730.00,32109.00,50716430463,1579510,1676,D,33345.00,31897.00
Lotus.Gold.Com.ETF,20181113,33670.00,33670.00,33111.00,33345.00,28911556648,867055,861,D,33713.00,33121.00
Lotus.Gold.Com.ETF,20181112,33350.00,33948.00,33335.00,33713.00,88384981800,2621672,996,D,33801.00,33800.00
Lotus.Gold.Com.ETF,20181111,33800.00,34088.00,33452.00,33801.00,81744067924,2418416,988,D,34780.00,33901.00
Lotus.Gold.Com.ETF,20181110,33701.00,35039.00,33701.00,34780.00,106890670464,3073377,1078,D,35661.00,34758.00
Lotus.Gold.Com.ETF,20181106,35600.00,35890.00,35255.00,35661.00,48496676368,1359931,649,D,36099.00,35718.00
Lotus.Gold.Com.ETF,20181105,36994.00,36994.00,35703.00,36099.00,81621695463,2261030,1253,D,35512.00,35870.00
Lotus.Gold.Com.ETF,20181104,35106.00,35840.00,35106.00,35512.00,119308745039,3359708,1079,D,34853.00,35840.00
Lotus.Gold.Com.ETF,20181103,35200.00,35200.00,34337.00,34853.00,62115057457,1782202,1438,D,37245.00,34340.00
Lotus.Gold.Com.ETF,20181031,37070.00,37554.00,37000.00,37245.00,363120003804,9749587,2449,D,35893.00,37339.00
Lotus.Gold.Com.ETF,20181029,36000.00,36340.00,35601.00,35893.00,154565700338,4306278,1447,D,34976.00,35761.00
Lotus.Gold.Com.ETF,20181028,35001.00,35599.00,34510.00,34976.00,182960764854,5231099,1689,D,33618.00,35030.00
Lotus.Gold.Com.ETF,20181027,33297.00,34150.00,33100.00,33618.00,197465444375,5873763,1671,D,32776.00,34140.00
Lotus.Gold.Com.ETF,20181024,32900.00,32998.00,32623.00,32776.00,11507392032,351088,502,D,32947.00,32998.00
Lotus.Gold.Com.ETF,20181023,33155.00,33250.00,32601.00,32947.00,58544569262,1776951,552,D,33266.00,32830.00
Lotus.Gold.Com.ETF,20181022,32667.00,33598.00,32667.00,33266.00,161241040056,4846988,1190,D,32350.00,33153.00
Lotus.Gold.Com.ETF,20181021,32700.00,32700.00,32150.00,32350.00,70833056269,2189569,971,D,32541.00,32444.00
Lotus.Gold.Com.ETF,20181020,32900.00,32900.00,32250.00,32541.00,51368542561,1578584,1120,D,33626.00,32312.00
Lotus.Gold.Com.ETF,20181017,33600.00,33885.00,33163.00,33626.00,93580874950,2782972,848,D,33663.00,33581.00
Lotus.Gold.Com.ETF,20181016,33500.00,33940.00,33025.00,33663.00,204422507326,6072601,1564,D,32963.00,33611.00
Lotus.Gold.Com.ETF,20181015,32596.00,33700.00,32596.00,32963.00,104096618109,3158030,1288,D,32387.00,32898.00
Lotus.Gold.Com.ETF,20181014,33800.00,33800.00,32009.00,32387.00,31698672083,978175,963,D,33819.00,32400.00
Lotus.Gold.Com.ETF,20181013,34600.00,34600.00,33100.00,33819.00,63088540076,1865455,1389,D,35049.00,33570.00
Lotus.Gold.Com.ETF,20181010,35980.00,35980.00,33980.00,35049.00,177385477412,5061020,2135,D,34527.00,34351.00
Lotus.Gold.Com.ETF,20181009,33900.00,35647.00,33300.00,34527.00,243180371581,7043226,2461,D,32888.00,35420.00
Lotus.Gold.Com.ETF,20181008,32600.00,33485.00,32444.00,32888.00,133590702264,4061934,1752,D,29985.00,32988.00
Lotus.Gold.Com.ETF,20181007,30200.00,30697.00,29200.00,29985.00,53119518807,1771555,1064,D,30977.00,30655.00
Lotus.Gold.Com.ETF,20181006,31500.00,31500.00,30611.00,30977.00,46223034326,1492185,1285,D,33489.00,30999.00
Lotus.Gold.Com.ETF,20181003,34351.00,34351.00,32701.00,33489.00,123784184587,3696253,1887,D,32384.00,32963.00
Lotus.Gold.Com.ETF,20181002,30300.00,33890.00,30250.00,32384.00,190043553241,5868453,2481,D,35382.00,33801.00
Lotus.Gold.Com.ETF,20181001,35966.00,36599.00,34700.00,35382.00,264972361980,7488892,2657,D,37778.00,34700.00
Lotus.Gold.Com.ETF,20180930,38496.00,38496.00,36918.00,37778.00,165792292692,4388645,1415,D,39491.00,36941.00
Lotus.Gold.Com.ETF,20180929,38500.00,40050.00,38500.00,39491.00,285749001502,7235764,2674,D,40714.00,39190.00
Lotus.Gold.Com.ETF,20180926,41200.00,41499.00,40200.00,40714.00,266550160365,6546858,3310,D,38594.00,40499.00
Lotus.Gold.Com.ETF,20180925,37998.00,39181.00,37600.00,38594.00,231798185591,6006113,2383,D,38263.00,38280.00
Lotus.Gold.Com.ETF,20180924,38560.00,38700.00,38000.00,38263.00,173377451413,4531218,2262,D,36647.00,38480.00
Lotus.Gold.Com.ETF,20180923,36511.00,36850.00,36302.00,36647.00,116732948462,3185299,1666,D,36574.00,36800.00
Lotus.Gold.Com.ETF,20180922,36879.00,37079.00,36270.00,36574.00,192966378993,5276056,1858,D,36453.00,36331.00
Lotus.Gold.Com.ETF,20180918,36000.00,36810.00,35851.00,36453.00,231759148105,6357822,2703,D,35741.00,36801.00
Lotus.Gold.Com.ETF,20180917,36005.00,36100.00,35651.00,35741.00,73916342783,2068139,1272,D,36021.00,35825.00
Lotus.Gold.Com.ETF,20180916,36000.00,36299.00,35800.00,36021.00,164486686934,4566392,1822,D,34577.00,35856.00
Lotus.Gold.Com.ETF,20180915,34459.00,34995.00,34120.00,34577.00,143519413996,4150694,1527,D,34459.00,34841.00
Lotus.Gold.Com.ETF,20180912,34080.00,34700.00,34080.00,34459.00,57431540578,1666642,1652,D,35754.00,34603.00
Lotus.Gold.Com.ETF,20180911,37000.00,37200.00,34510.00,35754.00,326481972056,9131264,3637,D,35049.00,35297.00
Lotus.Gold.Com.ETF,20180910,34200.00,35398.00,34200.00,35049.00,247398898856,7058584,3080,D,32129.00,35299.00
Lotus.Gold.Com.ETF,20180909,30255.00,33670.00,30255.00,32129.00,242633023595,7551870,3141,D,33853.00,32910.00
Lotus.Gold.Com.ETF,20180908,34520.00,34571.00,33160.00,33853.00,147997316819,4371763,3538,D,39362.00,33400.00
Lotus.Gold.Com.ETF,20180905,42100.00,42560.00,36520.00,39362.00,411302129384,10449311,6038,D,40158.00,36521.00
Lotus.Gold.Com.ETF,20180904,39700.00,40999.00,39451.00,40158.00,345360768702,8599969,3707,D,37734.00,40797.00
Lotus.Gold.Com.ETF,20180903,38400.00,38400.00,36610.00,37734.00,269261066731,7135802,4044,D,36020.00,38300.00
Lotus.Gold.Com.ETF,20180902,36350.00,36500.00,35402.00,36020.00,309250228200,8585547,3483,D,32924.00,35593.00
Lotus.Gold.Com.ETF,20180901,32400.00,33200.00,32310.00,32924.00,170691427482,5184381,1455,D,32275.00,33199.00
Lotus.Gold.Com.ETF,20180829,32949.00,32949.00,31921.00,32275.00,145217844428,4499336,1759,D,32964.00,32201.00
Lotus.Gold.Com.ETF,20180828,32701.00,33150.00,32701.00,32964.00,155903499126,4729546,1866,D,31414.00,33140.00
Lotus.Gold.Com.ETF,20180827,31100.00,31601.00,31015.00,31414.00,155143013474,4938700,1556,D,30459.00,31512.00
Lotus.Gold.Com.ETF,20180826,30205.00,30585.00,30205.00,30459.00,120007750260,3939974,1132,D,30103.00,30520.00
Lotus.Gold.Com.ETF,20180825,30200.00,30260.00,29750.00,30103.00,52510380544,1744349,1128,D,30568.00,30150.00
Lotus.Gold.Com.ETF,20180821,30100.00,30715.00,30100.00,30568.00,203228535356,6648385,1739,D,29765.00,30640.00
Lotus.Gold.Com.ETF,20180820,29507.00,29911.00,29507.00,29765.00,175424586762,5893732,1462,D,29175.00,29800.00
Lotus.Gold.Com.ETF,20180819,28965.00,29450.00,28500.00,29175.00,170034403039,5828147,1816,D,29659.00,29124.00
Lotus.Gold.Com.ETF,20180818,29295.00,29848.00,29295.00,29659.00,128170748540,4321485,1439,D,29952.00,29600.00
Lotus.Gold.Com.ETF,20180815,30000.00,30269.00,29687.00,29952.00,123758948495,4131930,1729,D,30326.00,29750.00
Lotus.Gold.Com.ETF,20180814,29999.00,30647.00,29801.00,30326.00,216549857917,7140747,2255,D,29339.00,30444.00
Lotus.Gold.Com.ETF,20180813,29213.00,29600.00,29150.00,29339.00,180241540840,6143361,1867,D,28695.00,29350.00
Lotus.Gold.Com.ETF,20180812,29000.00,29450.00,27800.00,28695.00,396828449159,13828991,2561,D,29576.00,29300.00
Lotus.Gold.Com.ETF,20180811,30009.00,30300.00,29001.00,29576.00,371420339042,12558351,3419,D,26698.00,30001.00
Lotus.Gold.Com.ETF,20180808,26001.00,27000.00,26000.00,26698.00,174654157530,6541798,2109,D,25037.00,26890.00
Lotus.Gold.Com.ETF,20180807,25030.00,25299.00,24900.00,25037.00,62942533906,2513960,815,D,26443.00,25011.00
Lotus.Gold.Com.ETF,20180806,26900.00,27330.00,25100.00,26443.00,149368495082,5648649,1727,D,27880.00,25199.00
Lotus.Gold.Com.ETF,20180805,26850.00,28500.00,26820.00,27880.00,379699865668,13618888,2623,D,30159.00,27551.00
Lotus.Gold.Com.ETF,20180804,30570.00,30600.00,29011.00,30159.00,420381602145,13938718,2093,D,31119.00,29195.00
Lotus.Gold.Com.ETF,20180801,30611.00,31699.00,30501.00,31119.00,297900232476,9572923,2457,D,31291.00,30700.00
Lotus.Gold.Com.ETF,20180731,32510.00,32511.00,29800.00,31291.00,645243037099,20620916,4286,D,33289.00,29900.00
Lotus.Gold.Com.ETF,20180730,32989.00,33700.00,32300.00,33289.00,434197755869,13043387,3357,D,32268.00,33535.00
Lotus.Gold.Com.ETF,20180729,32002.00,34899.00,31000.00,32268.00,305234085372,9459245,3987,D,28467.00,31500.00
Lotus.Gold.Com.ETF,20180728,27901.00,28970.00,27892.00,28467.00,484123970959,17006224,2348,D,27325.00,28781.00
Lotus.Gold.Com.ETF,20180725,27790.00,27790.00,26795.00,27325.00,326614969430,11952919,1864,D,27570.00,26800.00
Lotus.Gold.Com.ETF,20180724,28000.00,28098.00,26750.00,27570.00,157049999656,5696433,1847,D,27321.00,27801.00
Lotus.Gold.Com.ETF,20180723,26555.00,28497.00,26555.00,27321.00,146940430589,5378287,2044,D,25613.00,28100.00
Lotus.Gold.Com.ETF,20180722,25402.00,26000.00,25400.00,25613.00,76992448838,3005976,1105,D,24595.00,25800.00
Lotus.Gold.Com.ETF,20180721,24300.00,24878.00,24300.00,24595.00,290303174309,11803124,1577,D,23177.00,24701.00
Lotus.Gold.Com.ETF,20180718,23000.00,23320.00,23000.00,23177.00,197056733478,8502261,671,D,22866.00,23100.00
Lotus.Gold.Com.ETF,20180717,22820.00,23007.00,22670.00,22866.00,139151409683,6085538,598,D,22647.00,22850.00
Lotus.Gold.Com.ETF,20180716,23396.00,23396.00,22500.00,22647.00,126446515479,5583468,694,D,23499.00,22602.00
Lotus.Gold.Com.ETF,20180715,23353.00,23645.00,23151.00,23499.00,195000174816,8298127,987,D,22319.00,23500.00
Lotus.Gold.Com.ETF,20180714,21800.00,22650.00,21800.00,22319.00,252870282104,11329750,868,D,21722.00,22631.00
Lotus.Gold.Com.ETF,20180711,22122.00,22122.00,21201.00,21722.00,61556851858,2833895,412,D,22507.00,21750.00
Lotus.Gold.Com.ETF,20180710,22450.00,22650.00,22371.00,22507.00,103882758385,4615579,621,D,22974.00,22400.00
Lotus.Gold.Com.ETF,20180708,22900.00,23100.00,22871.00,22974.00,110767307440,4821443,507,D,22868.00,23000.00
Lotus.Gold.Com.ETF,20180707,23100.00,23200.00,22800.00,22868.00,54482478700,2382501,608,D,23308.00,22870.00
Lotus.Gold.Com.ETF,20180704,23400.00,23470.00,23110.00,23308.00,44131939767,1893465,580,D,23653.00,23204.00
Lotus.Gold.Com.ETF,20180703,23359.00,23847.00,23359.00,23653.00,90905854244,3843354,566,D,23812.00,23611.00
Lotus.Gold.Com.ETF,20180702,23477.00,23905.00,23477.00,23812.00,195372489496,8204630,1086,D,23454.00,23834.00
Lotus.Gold.Com.ETF,20180701,23351.00,23670.00,23351.00,23454.00,168576945085,7187428,871,D,23216.00,23387.00
Lotus.Gold.Com.ETF,20180630,23499.00,23939.00,22800.00,23216.00,263750419510,11360891,1345,D,23487.00,23051.00
Lotus.Gold.Com.ETF,20180627,23990.00,23990.00,23233.00,23487.00,50532611434,2151542,777,D,23911.00,23235.00
Lotus.Gold.Com.ETF,20180626,24090.00,24120.00,23400.00,23911.00,361160124383,15104397,1622,D,23397.00,23860.00
Lotus.Gold.Com.ETF,20180625,22802.00,24088.00,22300.00,23397.00,374478925477,16005689,1812,D,22560.00,23901.00
Lotus.Gold.Com.ETF,20180624,22056.00,22950.00,22050.00,22560.00,276999374951,12278404,1614,D,21752.00,22820.00
Lotus.Gold.Com.ETF,20180623,21199.00,22102.00,20444.00,21752.00,149789940593,6886211,1460,D,20503.00,21498.00
Lotus.Gold.Com.ETF,20180620,20505.00,20639.00,20450.00,20503.00,159365547747,7772607,670,D,20348.00,20453.00
Lotus.Gold.Com.ETF,20180619,20397.00,20450.00,20200.00,20348.00,220958931836,10859211,729,D,20329.00,20381.00
Lotus.Gold.Com.ETF,20180618,19910.00,20550.00,19910.00,20329.00,191104374575,9400522,953,D,19309.00,20250.00
Lotus.Gold.Com.ETF,20180617,19151.00,19600.00,19000.00,19309.00,207087729882,10725049,1115,D,20855.00,19600.00
Lotus.Gold.Com.ETF,20180613,20800.00,21130.00,20300.00,20855.00,336900547166,16154673,1623,D,20309.00,20400.00
Lotus.Gold.Com.ETF,20180612,20000.00,20695.00,19610.00,20309.00,315027690721,15511598,1467,D,19552.00,20302.00
Lotus.Gold.Com.ETF,20180611,19500.00,19990.00,19000.00,19552.00,288176444132,14738808,2210,D,19024.00,19400.00
Lotus.Gold.Com.ETF,20180610,18787.00,19384.00,18730.00,19024.00,276467449718,14532864,1844,D,18333.00,19350.00
Lotus.Gold.Com.ETF,20180609,18200.00,18888.00,17900.00,18333.00,457213390455,24939741,1862,D,17707.00,18600.00
Lotus.Gold.Com.ETF,20180603,17600.00,17825.00,17570.00,17707.00,173481801688,9797552,832,D,17542.00,17780.00
Lotus.Gold.Com.ETF,20180602,17640.00,17650.00,17251.00,17542.00,163309837034,9309428,810,D,17704.00,17500.00
Lotus.Gold.Com.ETF,20180530,17624.00,17910.00,17500.00,17704.00,333905178383,18860763,1876,D,17343.00,17500.00
Lotus.Gold.Com.ETF,20180529,17105.00,17591.00,17030.00,17343.00,324873564573,18732662,1561,D,16947.00,17499.00
Lotus.Gold.Com.ETF,20180528,16870.00,17097.00,16860.00,16947.00,193505343301,11418597,855,D,16826.00,17051.00
Lotus.Gold.Com.ETF,20180527,16839.00,16902.00,16711.00,16826.00,90980661182,5407093,494,D,16791.00,16861.00
